treatment,model,lambda,number_of_replicates,predation_strength,random_seed,dispersal_kernel,alpha,number_of_populations,migration_probability,reproduction_probability,epsilon,fixed_metapopulation
5271,RickerModelWDiffusionDispersal,11.5,50,0.03,1007929834,ExpKernel,0,10,0.27,1.0,0.01,false
5272,RickerModelWStochasticDispersal,11.5,50,0.03,1007929834,ExpKernel,0,10,0.27,1.0,0.01,false
5273,RickerModelWDiffusionDispersal,11.75,50,0.03,1007929834,ExpKernel,0,10,0.27,1.0,0.01,false
5274,RickerModelWStochasticDispersal,11.75,50,0.03,1007929834,ExpKernel,0,10,0.27,1.0,0.01,false
5275,RickerModelWDiffusionDispersal,12.0,50,0.03,1007929834,ExpKernel,0,10,0.27,1.0,0.01,false
5276,RickerModelWStochasticDispersal,12.0,50,0.03,1007929834,ExpKernel,0,10,0.27,1.0,0.01,false
5277,RickerModelWDiffusionDispersal,12.25,50,0.03,1007929834,ExpKernel,0,10,0.27,1.0,0.01,false
5278,RickerModelWStochasticDispersal,12.25,50,0.03,1007929834,ExpKernel,0,10,0.27,1.0,0.01,false
5279,RickerModelWDiffusionDispersal,12.5,50,0.03,1007929834,ExpKernel,0,10,0.27,1.0,0.01,false
5280,RickerModelWStochasticDispersal,12.5,50,0.03,1007929834,ExpKernel,0,10,0.27,1.0,0.01,false
5281,RickerModelWDiffusionDispersal,12.75,50,0.03,1007929834,ExpKernel,0,10,0.27,1.0,0.01,false
5282,RickerModelWStochasticDispersal,12.75,50,0.03,1007929834,ExpKernel,0,10,0.27,1.0,0.01,false
5283,RickerModelWDiffusionDispersal,13.0,50,0.03,1007929834,ExpKernel,0,10,0.27,1.0,0.01,false
5284,RickerModelWStochasticDispersal,13.0,50,0.03,1007929834,ExpKernel,0,10,0.27,1.0,0.01,false
5285,RickerModelWDiffusionDispersal,13.25,50,0.03,1007929834,ExpKernel,0,10,0.27,1.0,0.01,false
5286,RickerModelWStochasticDispersal,13.25,50,0.03,1007929834,ExpKernel,0,10,0.27,1.0,0.01,false
5287,RickerModelWDiffusionDispersal,13.5,50,0.03,1007929834,ExpKernel,0,10,0.27,1.0,0.01,false
