treatment,model,lambda,number_of_replicates,predation_strength,random_seed,dispersal_kernel,alpha,number_of_populations,migration_probability,reproduction_probability,epsilon,fixed_metapopulation
12784,RickerModelWStochasticDispersal,7.25,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12785,RickerModelWDiffusionDispersal,7.5,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12786,RickerModelWStochasticDispersal,7.5,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12787,RickerModelWDiffusionDispersal,7.75,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12788,RickerModelWStochasticDispersal,7.75,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12789,RickerModelWDiffusionDispersal,8.0,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12790,RickerModelWStochasticDispersal,8.0,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12791,RickerModelWDiffusionDispersal,8.25,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12792,RickerModelWStochasticDispersal,8.25,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12793,RickerModelWDiffusionDispersal,8.5,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12794,RickerModelWStochasticDispersal,8.5,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12795,RickerModelWDiffusionDispersal,8.75,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12796,RickerModelWStochasticDispersal,8.75,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12797,RickerModelWDiffusionDispersal,9.0,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12798,RickerModelWStochasticDispersal,9.0,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12799,RickerModelWDiffusionDispersal,9.25,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12800,RickerModelWStochasticDispersal,9.25,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12801,RickerModelWDiffusionDispersal,9.5,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12802,RickerModelWStochasticDispersal,9.5,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12803,RickerModelWDiffusionDispersal,9.75,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12804,RickerModelWStochasticDispersal,9.75,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12805,RickerModelWDiffusionDispersal,10.0,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12806,RickerModelWStochasticDispersal,10.0,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12807,RickerModelWDiffusionDispersal,10.25,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12808,RickerModelWStochasticDispersal,10.25,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12809,RickerModelWDiffusionDispersal,10.5,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12810,RickerModelWStochasticDispersal,10.5,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12811,RickerModelWDiffusionDispersal,10.75,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12812,RickerModelWStochasticDispersal,10.75,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12813,RickerModelWDiffusionDispersal,11.0,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12814,RickerModelWStochasticDispersal,11.0,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12815,RickerModelWDiffusionDispersal,11.25,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12816,RickerModelWStochasticDispersal,11.25,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12817,RickerModelWDiffusionDispersal,11.5,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12818,RickerModelWStochasticDispersal,11.5,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12819,RickerModelWDiffusionDispersal,11.75,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12820,RickerModelWStochasticDispersal,11.75,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12821,RickerModelWDiffusionDispersal,12.0,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12822,RickerModelWStochasticDispersal,12.0,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12823,RickerModelWDiffusionDispersal,12.25,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12824,RickerModelWStochasticDispersal,12.25,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12825,RickerModelWDiffusionDispersal,12.5,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12826,RickerModelWStochasticDispersal,12.5,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12827,RickerModelWDiffusionDispersal,12.75,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12828,RickerModelWStochasticDispersal,12.75,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12829,RickerModelWDiffusionDispersal,13.0,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12830,RickerModelWStochasticDispersal,13.0,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12831,RickerModelWDiffusionDispersal,13.25,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12832,RickerModelWStochasticDispersal,13.25,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12833,RickerModelWDiffusionDispersal,13.5,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12834,RickerModelWStochasticDispersal,13.5,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12835,RickerModelWDiffusionDispersal,13.75,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12836,RickerModelWStochasticDispersal,13.75,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12837,RickerModelWDiffusionDispersal,14.0,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12838,RickerModelWStochasticDispersal,14.0,50,0.03,1007929834,ExpKernel,0,15,0.65,1.0,0.01,false
12839,RickerModelWDiffusionDispersal,2.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12840,RickerModelWStochasticDispersal,2.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12841,RickerModelWDiffusionDispersal,2.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12842,RickerModelWStochasticDispersal,2.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12843,RickerModelWDiffusionDispersal,2.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12844,RickerModelWStochasticDispersal,2.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12845,RickerModelWDiffusionDispersal,2.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12846,RickerModelWStochasticDispersal,2.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12847,RickerModelWDiffusionDispersal,3.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12848,RickerModelWStochasticDispersal,3.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12849,RickerModelWDiffusionDispersal,3.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12850,RickerModelWStochasticDispersal,3.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12851,RickerModelWDiffusionDispersal,3.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12852,RickerModelWStochasticDispersal,3.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12853,RickerModelWDiffusionDispersal,3.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12854,RickerModelWStochasticDispersal,3.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12855,RickerModelWDiffusionDispersal,4.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12856,RickerModelWStochasticDispersal,4.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12857,RickerModelWDiffusionDispersal,4.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12858,RickerModelWStochasticDispersal,4.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12859,RickerModelWDiffusionDispersal,4.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12860,RickerModelWStochasticDispersal,4.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12861,RickerModelWDiffusionDispersal,4.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12862,RickerModelWStochasticDispersal,4.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12863,RickerModelWDiffusionDispersal,5.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12864,RickerModelWStochasticDispersal,5.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12865,RickerModelWDiffusionDispersal,5.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12866,RickerModelWStochasticDispersal,5.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12867,RickerModelWDiffusionDispersal,5.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12868,RickerModelWStochasticDispersal,5.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12869,RickerModelWDiffusionDispersal,5.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12870,RickerModelWStochasticDispersal,5.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12871,RickerModelWDiffusionDispersal,6.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12872,RickerModelWStochasticDispersal,6.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12873,RickerModelWDiffusionDispersal,6.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12874,RickerModelWStochasticDispersal,6.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12875,RickerModelWDiffusionDispersal,6.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12876,RickerModelWStochasticDispersal,6.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12877,RickerModelWDiffusionDispersal,6.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12878,RickerModelWStochasticDispersal,6.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12879,RickerModelWDiffusionDispersal,7.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12880,RickerModelWStochasticDispersal,7.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12881,RickerModelWDiffusionDispersal,7.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12882,RickerModelWStochasticDispersal,7.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12883,RickerModelWDiffusionDispersal,7.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12884,RickerModelWStochasticDispersal,7.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12885,RickerModelWDiffusionDispersal,7.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12886,RickerModelWStochasticDispersal,7.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12887,RickerModelWDiffusionDispersal,8.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12888,RickerModelWStochasticDispersal,8.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12889,RickerModelWDiffusionDispersal,8.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12890,RickerModelWStochasticDispersal,8.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12891,RickerModelWDiffusionDispersal,8.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12892,RickerModelWStochasticDispersal,8.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12893,RickerModelWDiffusionDispersal,8.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12894,RickerModelWStochasticDispersal,8.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12895,RickerModelWDiffusionDispersal,9.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12896,RickerModelWStochasticDispersal,9.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12897,RickerModelWDiffusionDispersal,9.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12898,RickerModelWStochasticDispersal,9.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12899,RickerModelWDiffusionDispersal,9.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12900,RickerModelWStochasticDispersal,9.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12901,RickerModelWDiffusionDispersal,9.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12902,RickerModelWStochasticDispersal,9.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12903,RickerModelWDiffusionDispersal,10.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12904,RickerModelWStochasticDispersal,10.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12905,RickerModelWDiffusionDispersal,10.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12906,RickerModelWStochasticDispersal,10.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12907,RickerModelWDiffusionDispersal,10.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12908,RickerModelWStochasticDispersal,10.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12909,RickerModelWDiffusionDispersal,10.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12910,RickerModelWStochasticDispersal,10.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12911,RickerModelWDiffusionDispersal,11.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12912,RickerModelWStochasticDispersal,11.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12913,RickerModelWDiffusionDispersal,11.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12914,RickerModelWStochasticDispersal,11.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12915,RickerModelWDiffusionDispersal,11.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12916,RickerModelWStochasticDispersal,11.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12917,RickerModelWDiffusionDispersal,11.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12918,RickerModelWStochasticDispersal,11.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12919,RickerModelWDiffusionDispersal,12.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12920,RickerModelWStochasticDispersal,12.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12921,RickerModelWDiffusionDispersal,12.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12922,RickerModelWStochasticDispersal,12.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12923,RickerModelWDiffusionDispersal,12.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12924,RickerModelWStochasticDispersal,12.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12925,RickerModelWDiffusionDispersal,12.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12926,RickerModelWStochasticDispersal,12.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12927,RickerModelWDiffusionDispersal,13.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12928,RickerModelWStochasticDispersal,13.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12929,RickerModelWDiffusionDispersal,13.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12930,RickerModelWStochasticDispersal,13.25,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12931,RickerModelWDiffusionDispersal,13.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12932,RickerModelWStochasticDispersal,13.5,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12933,RickerModelWDiffusionDispersal,13.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12934,RickerModelWStochasticDispersal,13.75,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12935,RickerModelWDiffusionDispersal,14.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12936,RickerModelWStochasticDispersal,14.0,50,0.03,1007929834,ExpKernel,0,20,0.65,1.0,0.01,false
12937,RickerModelWDiffusionDispersal,2.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12938,RickerModelWStochasticDispersal,2.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12939,RickerModelWDiffusionDispersal,2.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12940,RickerModelWStochasticDispersal,2.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12941,RickerModelWDiffusionDispersal,2.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12942,RickerModelWStochasticDispersal,2.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12943,RickerModelWDiffusionDispersal,2.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12944,RickerModelWStochasticDispersal,2.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12945,RickerModelWDiffusionDispersal,3.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12946,RickerModelWStochasticDispersal,3.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12947,RickerModelWDiffusionDispersal,3.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12948,RickerModelWStochasticDispersal,3.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12949,RickerModelWDiffusionDispersal,3.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12950,RickerModelWStochasticDispersal,3.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12951,RickerModelWDiffusionDispersal,3.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12952,RickerModelWStochasticDispersal,3.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12953,RickerModelWDiffusionDispersal,4.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12954,RickerModelWStochasticDispersal,4.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12955,RickerModelWDiffusionDispersal,4.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12956,RickerModelWStochasticDispersal,4.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12957,RickerModelWDiffusionDispersal,4.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12958,RickerModelWStochasticDispersal,4.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12959,RickerModelWDiffusionDispersal,4.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12960,RickerModelWStochasticDispersal,4.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12961,RickerModelWDiffusionDispersal,5.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12962,RickerModelWStochasticDispersal,5.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12963,RickerModelWDiffusionDispersal,5.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12964,RickerModelWStochasticDispersal,5.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12965,RickerModelWDiffusionDispersal,5.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12966,RickerModelWStochasticDispersal,5.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12967,RickerModelWDiffusionDispersal,5.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12968,RickerModelWStochasticDispersal,5.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12969,RickerModelWDiffusionDispersal,6.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12970,RickerModelWStochasticDispersal,6.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12971,RickerModelWDiffusionDispersal,6.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12972,RickerModelWStochasticDispersal,6.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12973,RickerModelWDiffusionDispersal,6.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12974,RickerModelWStochasticDispersal,6.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12975,RickerModelWDiffusionDispersal,6.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12976,RickerModelWStochasticDispersal,6.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12977,RickerModelWDiffusionDispersal,7.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12978,RickerModelWStochasticDispersal,7.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12979,RickerModelWDiffusionDispersal,7.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12980,RickerModelWStochasticDispersal,7.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12981,RickerModelWDiffusionDispersal,7.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12982,RickerModelWStochasticDispersal,7.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12983,RickerModelWDiffusionDispersal,7.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12984,RickerModelWStochasticDispersal,7.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12985,RickerModelWDiffusionDispersal,8.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12986,RickerModelWStochasticDispersal,8.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12987,RickerModelWDiffusionDispersal,8.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12988,RickerModelWStochasticDispersal,8.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12989,RickerModelWDiffusionDispersal,8.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12990,RickerModelWStochasticDispersal,8.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12991,RickerModelWDiffusionDispersal,8.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12992,RickerModelWStochasticDispersal,8.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12993,RickerModelWDiffusionDispersal,9.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12994,RickerModelWStochasticDispersal,9.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12995,RickerModelWDiffusionDispersal,9.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12996,RickerModelWStochasticDispersal,9.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12997,RickerModelWDiffusionDispersal,9.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12998,RickerModelWStochasticDispersal,9.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
12999,RickerModelWDiffusionDispersal,9.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13000,RickerModelWStochasticDispersal,9.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13001,RickerModelWDiffusionDispersal,10.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13002,RickerModelWStochasticDispersal,10.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13003,RickerModelWDiffusionDispersal,10.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13004,RickerModelWStochasticDispersal,10.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13005,RickerModelWDiffusionDispersal,10.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13006,RickerModelWStochasticDispersal,10.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13007,RickerModelWDiffusionDispersal,10.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13008,RickerModelWStochasticDispersal,10.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13009,RickerModelWDiffusionDispersal,11.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13010,RickerModelWStochasticDispersal,11.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13011,RickerModelWDiffusionDispersal,11.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13012,RickerModelWStochasticDispersal,11.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13013,RickerModelWDiffusionDispersal,11.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13014,RickerModelWStochasticDispersal,11.5,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13015,RickerModelWDiffusionDispersal,11.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13016,RickerModelWStochasticDispersal,11.75,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13017,RickerModelWDiffusionDispersal,12.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13018,RickerModelWStochasticDispersal,12.0,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13019,RickerModelWDiffusionDispersal,12.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
13020,RickerModelWStochasticDispersal,12.25,50,0.03,1007929834,ExpKernel,0,5,0.67,1.0,0.01,false
