treatment,model,lambda,number_of_replicates,predation_strength,random_seed,dispersal_kernel,alpha,number_of_populations,migration_probability,reproduction_probability,epsilon,fixed_metapopulation
763,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,0.0,10,0.19,1.0,0.01,false
764,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,0.0,10,0.19,1.0,0.01,false
765,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,0.0,10,0.19,1.0,0.01,false
766,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,0.0,10,0.19,1.0,0.01,false
767,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,0.0,10,0.19,1.0,0.01,false
768,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,0.0,10,0.19,1.0,0.01,false
769,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,0.0,10,0.19,1.0,0.01,false
770,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,0.0,10,0.19,1.0,0.01,false
771,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,3.0,10,0.19,1.0,0.01,false
772,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,3.0,10,0.19,1.0,0.01,false
773,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,3.0,10,0.19,1.0,0.01,false
774,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,3.0,10,0.19,1.0,0.01,false
775,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,3.0,10,0.19,1.0,0.01,false
776,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,3.0,10,0.19,1.0,0.01,false
777,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,3.0,10,0.19,1.0,0.01,false
778,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,3.0,10,0.19,1.0,0.01,false
779,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,3.0,10,0.19,1.0,0.01,false
780,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,3.0,10,0.19,1.0,0.01,false
781,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,6.0,10,0.19,1.0,0.01,false
782,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,6.0,10,0.19,1.0,0.01,false
783,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,6.0,10,0.19,1.0,0.01,false
784,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,6.0,10,0.19,1.0,0.01,false
785,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,6.0,10,0.19,1.0,0.01,false
786,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,6.0,10,0.19,1.0,0.01,false
787,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,6.0,10,0.19,1.0,0.01,false
788,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,6.0,10,0.19,1.0,0.01,false
789,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,6.0,10,0.19,1.0,0.01,false
790,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,6.0,10,0.19,1.0,0.01,false
791,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,9.0,10,0.19,1.0,0.01,false
792,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,9.0,10,0.19,1.0,0.01,false
793,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,9.0,10,0.19,1.0,0.01,false
794,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,9.0,10,0.19,1.0,0.01,false
795,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,9.0,10,0.19,1.0,0.01,false
796,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,9.0,10,0.19,1.0,0.01,false
797,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,9.0,10,0.19,1.0,0.01,false
798,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,9.0,10,0.19,1.0,0.01,false
799,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,9.0,10,0.19,1.0,0.01,false
800,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,9.0,10,0.19,1.0,0.01,false
801,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,0.0,10,0.2,1.0,0.01,false
802,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,0.0,10,0.2,1.0,0.01,false
803,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,0.0,10,0.2,1.0,0.01,false
804,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,0.0,10,0.2,1.0,0.01,false
805,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,0.0,10,0.2,1.0,0.01,false
806,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,0.0,10,0.2,1.0,0.01,false
807,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,0.0,10,0.2,1.0,0.01,false
808,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,0.0,10,0.2,1.0,0.01,false
809,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,0.0,10,0.2,1.0,0.01,false
810,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,0.0,10,0.2,1.0,0.01,false
811,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,3.0,10,0.2,1.0,0.01,false
812,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,3.0,10,0.2,1.0,0.01,false
813,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,3.0,10,0.2,1.0,0.01,false
814,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,3.0,10,0.2,1.0,0.01,false
815,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,3.0,10,0.2,1.0,0.01,false
816,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,3.0,10,0.2,1.0,0.01,false
817,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,3.0,10,0.2,1.0,0.01,false
818,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,3.0,10,0.2,1.0,0.01,false
819,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,3.0,10,0.2,1.0,0.01,false
820,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,3.0,10,0.2,1.0,0.01,false
821,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,6.0,10,0.2,1.0,0.01,false
822,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,6.0,10,0.2,1.0,0.01,false
823,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,6.0,10,0.2,1.0,0.01,false
824,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,6.0,10,0.2,1.0,0.01,false
825,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,6.0,10,0.2,1.0,0.01,false
826,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,6.0,10,0.2,1.0,0.01,false
827,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,6.0,10,0.2,1.0,0.01,false
828,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,6.0,10,0.2,1.0,0.01,false
829,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,6.0,10,0.2,1.0,0.01,false
830,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,6.0,10,0.2,1.0,0.01,false
831,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,9.0,10,0.2,1.0,0.01,false
832,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,9.0,10,0.2,1.0,0.01,false
833,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,9.0,10,0.2,1.0,0.01,false
834,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,9.0,10,0.2,1.0,0.01,false
835,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,9.0,10,0.2,1.0,0.01,false
836,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,9.0,10,0.2,1.0,0.01,false
837,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,9.0,10,0.2,1.0,0.01,false
838,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,9.0,10,0.2,1.0,0.01,false
839,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,9.0,10,0.2,1.0,0.01,false
840,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,9.0,10,0.2,1.0,0.01,false
841,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,0.0,10,0.21,1.0,0.01,false
842,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,0.0,10,0.21,1.0,0.01,false
843,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,0.0,10,0.21,1.0,0.01,false
844,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,0.0,10,0.21,1.0,0.01,false
845,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,0.0,10,0.21,1.0,0.01,false
846,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,0.0,10,0.21,1.0,0.01,false
847,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,0.0,10,0.21,1.0,0.01,false
848,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,0.0,10,0.21,1.0,0.01,false
849,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,0.0,10,0.21,1.0,0.01,false
850,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,0.0,10,0.21,1.0,0.01,false
851,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,3.0,10,0.21,1.0,0.01,false
852,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,3.0,10,0.21,1.0,0.01,false
853,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,3.0,10,0.21,1.0,0.01,false
854,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,3.0,10,0.21,1.0,0.01,false
855,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,3.0,10,0.21,1.0,0.01,false
856,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,3.0,10,0.21,1.0,0.01,false
857,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,3.0,10,0.21,1.0,0.01,false
858,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,3.0,10,0.21,1.0,0.01,false
859,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,3.0,10,0.21,1.0,0.01,false
860,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,3.0,10,0.21,1.0,0.01,false
861,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,6.0,10,0.21,1.0,0.01,false
862,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,6.0,10,0.21,1.0,0.01,false
863,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,6.0,10,0.21,1.0,0.01,false
864,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,6.0,10,0.21,1.0,0.01,false
865,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,6.0,10,0.21,1.0,0.01,false
866,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,6.0,10,0.21,1.0,0.01,false
867,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,6.0,10,0.21,1.0,0.01,false
868,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,6.0,10,0.21,1.0,0.01,false
869,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,6.0,10,0.21,1.0,0.01,false
870,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,6.0,10,0.21,1.0,0.01,false
871,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,9.0,10,0.21,1.0,0.01,false
872,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,9.0,10,0.21,1.0,0.01,false
873,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,9.0,10,0.21,1.0,0.01,false
874,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,9.0,10,0.21,1.0,0.01,false
875,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,9.0,10,0.21,1.0,0.01,false
876,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,9.0,10,0.21,1.0,0.01,false
877,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,9.0,10,0.21,1.0,0.01,false
878,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,9.0,10,0.21,1.0,0.01,false
879,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,9.0,10,0.21,1.0,0.01,false
880,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,9.0,10,0.21,1.0,0.01,false
881,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,0.0,10,0.22,1.0,0.01,false
882,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,0.0,10,0.22,1.0,0.01,false
883,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,0.0,10,0.22,1.0,0.01,false
884,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,0.0,10,0.22,1.0,0.01,false
885,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,0.0,10,0.22,1.0,0.01,false
886,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,0.0,10,0.22,1.0,0.01,false
887,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,0.0,10,0.22,1.0,0.01,false
888,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,0.0,10,0.22,1.0,0.01,false
889,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,0.0,10,0.22,1.0,0.01,false
890,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,0.0,10,0.22,1.0,0.01,false
891,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,3.0,10,0.22,1.0,0.01,false
892,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,3.0,10,0.22,1.0,0.01,false
893,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,3.0,10,0.22,1.0,0.01,false
894,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,3.0,10,0.22,1.0,0.01,false
895,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,3.0,10,0.22,1.0,0.01,false
896,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,3.0,10,0.22,1.0,0.01,false
897,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,3.0,10,0.22,1.0,0.01,false
898,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,3.0,10,0.22,1.0,0.01,false
899,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,3.0,10,0.22,1.0,0.01,false
900,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,3.0,10,0.22,1.0,0.01,false
901,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,6.0,10,0.22,1.0,0.01,false
902,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,6.0,10,0.22,1.0,0.01,false
903,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,6.0,10,0.22,1.0,0.01,false
904,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,6.0,10,0.22,1.0,0.01,false
905,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,6.0,10,0.22,1.0,0.01,false
906,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,6.0,10,0.22,1.0,0.01,false
907,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,6.0,10,0.22,1.0,0.01,false
908,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,6.0,10,0.22,1.0,0.01,false
909,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,6.0,10,0.22,1.0,0.01,false
910,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,6.0,10,0.22,1.0,0.01,false
911,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,9.0,10,0.22,1.0,0.01,false
912,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,9.0,10,0.22,1.0,0.01,false
913,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,9.0,10,0.22,1.0,0.01,false
914,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,9.0,10,0.22,1.0,0.01,false
915,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,9.0,10,0.22,1.0,0.01,false
916,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,9.0,10,0.22,1.0,0.01,false
917,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,9.0,10,0.22,1.0,0.01,false
918,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,9.0,10,0.22,1.0,0.01,false
919,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,9.0,10,0.22,1.0,0.01,false
920,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,9.0,10,0.22,1.0,0.01,false
921,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,0.0,10,0.23,1.0,0.01,false
922,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,0.0,10,0.23,1.0,0.01,false
923,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,0.0,10,0.23,1.0,0.01,false
924,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,0.0,10,0.23,1.0,0.01,false
925,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,0.0,10,0.23,1.0,0.01,false
926,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,0.0,10,0.23,1.0,0.01,false
927,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,0.0,10,0.23,1.0,0.01,false
928,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,0.0,10,0.23,1.0,0.01,false
929,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,0.0,10,0.23,1.0,0.01,false
930,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,0.0,10,0.23,1.0,0.01,false
931,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,3.0,10,0.23,1.0,0.01,false
932,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,3.0,10,0.23,1.0,0.01,false
933,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,3.0,10,0.23,1.0,0.01,false
934,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,3.0,10,0.23,1.0,0.01,false
935,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,3.0,10,0.23,1.0,0.01,false
936,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,3.0,10,0.23,1.0,0.01,false
937,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,3.0,10,0.23,1.0,0.01,false
938,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,3.0,10,0.23,1.0,0.01,false
939,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,3.0,10,0.23,1.0,0.01,false
940,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,3.0,10,0.23,1.0,0.01,false
941,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,6.0,10,0.23,1.0,0.01,false
942,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,6.0,10,0.23,1.0,0.01,false
943,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,6.0,10,0.23,1.0,0.01,false
944,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,6.0,10,0.23,1.0,0.01,false
945,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,6.0,10,0.23,1.0,0.01,false
946,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,6.0,10,0.23,1.0,0.01,false
947,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,6.0,10,0.23,1.0,0.01,false
948,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,6.0,10,0.23,1.0,0.01,false
949,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,6.0,10,0.23,1.0,0.01,false
950,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,6.0,10,0.23,1.0,0.01,false
951,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,9.0,10,0.23,1.0,0.01,false
952,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,9.0,10,0.23,1.0,0.01,false
953,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,9.0,10,0.23,1.0,0.01,false
954,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,9.0,10,0.23,1.0,0.01,false
955,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,9.0,10,0.23,1.0,0.01,false
956,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,9.0,10,0.23,1.0,0.01,false
957,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,9.0,10,0.23,1.0,0.01,false
958,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,9.0,10,0.23,1.0,0.01,false
959,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,9.0,10,0.23,1.0,0.01,false
960,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,9.0,10,0.23,1.0,0.01,false
961,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,0.0,10,0.24,1.0,0.01,false
962,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,0.0,10,0.24,1.0,0.01,false
963,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,0.0,10,0.24,1.0,0.01,false
964,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,0.0,10,0.24,1.0,0.01,false
965,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,0.0,10,0.24,1.0,0.01,false
966,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,0.0,10,0.24,1.0,0.01,false
967,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,0.0,10,0.24,1.0,0.01,false
968,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,0.0,10,0.24,1.0,0.01,false
969,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,0.0,10,0.24,1.0,0.01,false
970,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,0.0,10,0.24,1.0,0.01,false
971,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,3.0,10,0.24,1.0,0.01,false
972,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,3.0,10,0.24,1.0,0.01,false
973,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,3.0,10,0.24,1.0,0.01,false
974,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,3.0,10,0.24,1.0,0.01,false
975,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,3.0,10,0.24,1.0,0.01,false
976,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,3.0,10,0.24,1.0,0.01,false
977,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,3.0,10,0.24,1.0,0.01,false
978,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,3.0,10,0.24,1.0,0.01,false
979,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,3.0,10,0.24,1.0,0.01,false
980,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,3.0,10,0.24,1.0,0.01,false
981,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,6.0,10,0.24,1.0,0.01,false
982,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,6.0,10,0.24,1.0,0.01,false
983,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,6.0,10,0.24,1.0,0.01,false
984,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,6.0,10,0.24,1.0,0.01,false
985,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,6.0,10,0.24,1.0,0.01,false
986,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,6.0,10,0.24,1.0,0.01,false
987,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,6.0,10,0.24,1.0,0.01,false
988,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,6.0,10,0.24,1.0,0.01,false
989,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,6.0,10,0.24,1.0,0.01,false
990,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,6.0,10,0.24,1.0,0.01,false
991,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,9.0,10,0.24,1.0,0.01,false
992,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,9.0,10,0.24,1.0,0.01,false
993,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,9.0,10,0.24,1.0,0.01,false
994,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,9.0,10,0.24,1.0,0.01,false
995,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,9.0,10,0.24,1.0,0.01,false
996,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,9.0,10,0.24,1.0,0.01,false
997,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,9.0,10,0.24,1.0,0.01,false
998,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,9.0,10,0.24,1.0,0.01,false
999,RickerModelWDiffusionDispersal,14,100,0.03,424508389,ExpKernel,9.0,10,0.24,1.0,0.01,false
1000,RickerModelWStochasticDispersal,14,100,0.03,424508389,ExpKernel,9.0,10,0.24,1.0,0.01,false
1001,RickerModelWDiffusionDispersal,2,100,0.03,424508389,ExpKernel,0.0,10,0.25,1.0,0.01,false
1002,RickerModelWStochasticDispersal,2,100,0.03,424508389,ExpKernel,0.0,10,0.25,1.0,0.01,false
1003,RickerModelWDiffusionDispersal,5,100,0.03,424508389,ExpKernel,0.0,10,0.25,1.0,0.01,false
1004,RickerModelWStochasticDispersal,5,100,0.03,424508389,ExpKernel,0.0,10,0.25,1.0,0.01,false
1005,RickerModelWDiffusionDispersal,8,100,0.03,424508389,ExpKernel,0.0,10,0.25,1.0,0.01,false
1006,RickerModelWStochasticDispersal,8,100,0.03,424508389,ExpKernel,0.0,10,0.25,1.0,0.01,false
1007,RickerModelWDiffusionDispersal,11,100,0.03,424508389,ExpKernel,0.0,10,0.25,1.0,0.01,false
1008,RickerModelWStochasticDispersal,11,100,0.03,424508389,ExpKernel,0.0,10,0.25,1.0,0.01,false
